Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,split,full_review,sentiment,clean_review,tokens,processed_review,raw_word_count,processed_word_count,char_count
3467,ambien-cr,10,Highly Effective,No Side Effects,sleeping,I was able to stay successfully fall asleep and stay asleep the entire night.  I typically take 1-2 hours to fall asleep.  This starts to work in 30 minutes and allows me to get a full nights sleep without continuously waking up throughout the night.,The side effects include forgetfullness and one should not drive after taking the medication.,Take at night as a sleeping aid to fall asleep and stay asleep.,test,I was able to stay successfully fall asleep and stay asleep the entire night. I typically take 1-2 hours to fall asleep. This starts to work in 30 minutes and allows me to get a full nights sleep without continuously waking up throughout the night. The side effects include forgetfullness and one should not drive after taking the medication. Take at night as a sleeping aid to fall asleep and stay asleep.,positive,i was able to stay successfully fall asleep and stay asleep the entire night i typically take hours to fall asleep this starts to work in minutes and allows me to get a full nights sleep without continuously waking up throughout the night the side effects include forgetfullness and one should not drive after taking the medication take at night as a sleeping aid to fall asleep and stay asleep,able stay successfully fall asleep stay asleep entire night typically take hour fall asleep start work minute allows get full night sleep without continuously waking throughout night side effect include forgetfullness one not drive taking medication take night sleeping aid fall asleep stay asleep,able stay successfully fall asleep stay asleep entire night typically take hour fall asleep start work minute allows get full night sleep without continuously waking throughout night side effect include forgetfullness one not drive taking medication take night sleeping aid fall asleep stay asleep,72,44,406
2894,taxotere,8,Highly Effective,Severe Side Effects,cancer,"Longer life expectancy but wish I had know that my ovaries could be turned off before I started the drug then switched on again afterwards. As it is I went into a early menopuse with very, very,  severe side effects.Please get your Doctor to talk about ALL the possible side effects of menopause, including sexual.","netropenia, stort of breath , muscle weakness, nausea, hair loss, menopuse, unable to find any peace of mind. Would reccomend eating bucket fulls of fruit.",1 injection every 3 weeks. Then a reduction in the dose by 25 percente after the 4 th week due to netropenia.,test,"Longer life expectancy but wish I had know that my ovaries could be turned off before I started the drug then switched on again afterwards. As it is I went into a early menopuse with very, very, severe side effects.Please get your Doctor to talk about ALL the possible side effects of menopause, including sexual. netropenia, stort of breath , muscle weakness, nausea, hair loss, menopuse, unable to find any peace of mind. Would reccomend eating bucket fulls of fruit. 1 injection every 3 weeks. Then a reduction in the dose by 25 percente after the 4 th week due to netropenia.",positive,longer life expectancy but wish i had know that my ovaries could be turned off before i started the drug then switched on again afterwards as it is i went into a early menopuse with very very severe side effects please get your doctor to talk about all the possible side effects of menopause including sexual netropenia stort of breath muscle weakness nausea hair loss menopuse unable to find any peace of mind would reccomend eating bucket fulls of fruit injection every weeks then a reduction in the dose by percente after the th week due to netropenia,longer life expectancy wish know ovary could turned started drug switched afterwards went early menopuse severe side effect please get doctor talk possible side effect menopause including sexual netropenia stort breath muscle weakness nausea hair loss menopuse unable find peace mind would reccomend eating bucket full fruit injection every week reduction dose percente week due netropenia,longer life expectancy wish know ovary could turned started drug switched afterwards went early menopuse severe side effect please get doctor talk possible side effect menopause including sexual netropenia stort breath muscle weakness nausea hair loss menopuse unable find peace mind would reccomend eating bucket full fruit injection every week reduction dose percente week due netropenia,102,56,579
3359,lipitor,1,Marginally Effective,Extremely Severe Side Effects,high cholesterol,The benefits were to reduce my cholesterol,"I took 20mg once a day for two months, But did not feel right,was experiencing 
Confusion, Stumbeling, Forgetting words, Not being able to pronounce some words, joint pain, urinary urgency... and the need to alway go,started having tingleing anywhere on your body (hands feet, fingers, toes, face, arms, legs and so on), swelling of your feet or hands stealed energy felt like a ninety year old women esepecially in the morning.","One tablet a day 20 mg then reduced to 10 after 3 months. No other health issues.

I Stopped taking the drug.",test,"The benefits were to reduce my cholesterol I took 20mg once a day for two months, But did not feel right,was experiencing Confusion, Stumbeling, Forgetting words, Not being able to pronounce some words, joint pain, urinary urgency... and the need to alway go,started having tingleing anywhere on your body (hands feet, fingers, toes, face, arms, legs and so on), swelling of your feet or hands stealed energy felt like a ninety year old women esepecially in the morning. One tablet a day 20 mg then reduced to 10 after 3 months. No other health issues. I Stopped taking the drug.",negative,the benefits were to reduce my cholesterol i took mg once a day for two months but did not feel right was experiencing confusion stumbeling forgetting words not being able to pronounce some words joint pain urinary urgency and the need to alway go started having tingleing anywhere on your body hands feet fingers toes face arms legs and so on swelling of your feet or hands stealed energy felt like a ninety year old women esepecially in the morning one tablet a day mg then reduced to after months no other health issues i stopped taking the drug,benefit reduce cholesterol took day two month not feel right experiencing confusion stumbeling forgetting word not able pronounce word joint pain urinary urgency need alway started tingleing anywhere body hand foot finger toe face arm leg swelling foot hand stealed energy felt like ninety year old woman esepecially morning one tablet day reduced month health issue stopped taking drug,benefit reduce cholesterol took day two month not feel right experiencing confusion stumbeling forgetting word not able pronounce word joint pain urinary urgency need alway started tingleing anywhere body hand foot finger toe face arm leg swelling foot hand stealed energy felt like ninety year old woman esepecially morning one tablet day reduced month health issue stopped taking drug,100,59,579
2253,zovirax,10,Highly Effective,No Side Effects,cold sores,"Doctor prescribed Acyclovir for cold sores and said it would reduce duration of cold sores. In fact, it has completely eliminated flare ups for over 5 years. Before I started taking it, I would get a cold sore once or twice a year. It is very important to have a dose available at all times, because it is crucial to start taking it at the first sign of tingling. The effectiveness of this drug has far exceeded my expectations.",None.,"At the first sign of a cold sore flare up, such as tingling, puffiness, or pain at the location were the cold sore normally flares up, you begin the treatment. My doctor prescribed 400mg 3 times a day for 5 days. 
It is very important to begin treatment immediately. Hours can make a difference, once the blister has formed, its probably too late and you will have to go through the scabbing and healing process. However, I have found that if treatment is started immediately at first sign of tingling, the blister is prevented altogether. At least, that is my personal experience.",test,"Doctor prescribed Acyclovir for cold sores and said it would reduce duration of cold sores. In fact, it has completely eliminated flare ups for over 5 years. Before I started taking it, I would get a cold sore once or twice a year. It is very important to have a dose available at all times, because it is crucial to start taking it at the first sign of tingling. The effectiveness of this drug has far exceeded my expectations. None. At the first sign of a cold sore flare up, such as tingling, puffiness, or pain at the location were the cold sore normally flares up, you begin the treatment. My doctor prescribed 400mg 3 times a day for 5 days. It is very important to begin treatment immediately. Hours can make a difference, once the blister has formed, its probably too late and you will have to go through the scabbing and healing process. However, I have found that if treatment is started immediately at first sign of tingling, the blister is prevented altogether. At least, that is my personal experience.",positive,doctor prescribed acyclovir for cold sores and said it would reduce duration of cold sores in fact it has completely eliminated flare ups for over years before i started taking it i would get a cold sore once or twice a year it is very important to have a dose available at all times because it is crucial to start taking it at the first sign of tingling the effectiveness of this drug has far exceeded my expectations none at the first sign of a cold sore flare up such as tingling puffiness or pain at the location were the cold sore normally flares up you begin the treatment my doctor prescribed mg times a day for days it is very important to begin treatment immediately hours can make a difference once the blister has formed its probably too late and you will have to go through the scabbing and healing process however i have found that if treatment is started immediately at first sign of tingling the blister is prevented altogether at least that is my personal experience,doctor prescribed acyclovir cold sore said would reduce duration cold sore fact completely eliminated flare ups year started taking would get cold sore twice year important dose available time crucial start taking first sign tingling effectiveness drug far exceeded expectation none first sign cold sore flare tingling puffiness pain location cold sore normally flare begin treatment doctor prescribed time day day important begin treatment immediately hour make difference blister formed probably late scabbing healing process however found treatment started immediately first sign tingling blister prevented altogether least personal experience,doctor prescribed acyclovir cold sore said would reduce duration cold sore fact completely eliminated flare ups year started taking would get cold sore twice year important dose available time crucial start taking first sign tingling effectiveness drug far exceeded expectation none first sign cold sore flare tingling puffiness pain location cold sore normally flare begin treatment doctor prescribed time day day important begin treatment immediately hour make difference blister formed probably late scabbing healing process however found treatment started immediately first sign tingling blister prevented altogether least personal experience,182,89,1015
463,flagyl,6,Considerably Effective,Moderate Side Effects,stomach bacteria,The drug was used for removal of harmful stomach bacteria; it was a strong course of drugs but effective.,"I had a blackened tongue, the drug seemed to affect kidney / liver function, creating grey skin appearance and lethargy over course of medication.  Did not mix with alcohol.","The drug taken for ten days in conjunction with antibiotic course, to treat multiple stomach ailments.  The pills were large, but taken singly, so the treatment was easy to follow.",test,"The drug was used for removal of harmful stomach bacteria; it was a strong course of drugs but effective. I had a blackened tongue, the drug seemed to affect kidney / liver function, creating grey skin appearance and lethargy over course of medication. Did not mix with alcohol. The drug taken for ten days in conjunction with antibiotic course, to treat multiple stomach ailments. The pills were large, but taken singly, so the treatment was easy to follow.",neutral,the drug was used for removal of harmful stomach bacteria it was a strong course of drugs but effective i had a blackened tongue the drug seemed to affect kidney liver function creating grey skin appearance and lethargy over course of medication did not mix with alcohol the drug taken for ten days in conjunction with antibiotic course to treat multiple stomach ailments the pills were large but taken singly so the treatment was easy to follow,drug used removal harmful stomach bacteria strong course drug effective blackened tongue drug seemed affect kidney liver function creating grey skin appearance lethargy course medication not mix alcohol drug taken ten day conjunction antibiotic course treat multiple stomach ailment pill large taken singly treatment easy follow,drug used removal harmful stomach bacteria strong course drug effective blackened tongue drug seemed affect kidney liver function creating grey skin appearance lethargy course medication not mix alcohol drug taken ten day conjunction antibiotic course treat multiple stomach ailment pill large taken singly treatment easy follow,78,46,458
2193,clonazepam,10,Highly Effective,Mild Side Effects,anxiety/ panic attacks,"I get very bad panic attacks and completely break down no matter where I am. I decided that I couldn't let it control my life anymore, so I talked to my doctor and he prescribed me clonazepam. This drug is very dependable and works fast. Whenever I feel anxiety coming on I will take 1 or 2 pills and I'm fine.","It makes me sleepy, but it's definitely worth it. I'd rather feel tired than have a panic attack",As needed,test,"I get very bad panic attacks and completely break down no matter where I am. I decided that I couldn't let it control my life anymore, so I talked to my doctor and he prescribed me clonazepam. This drug is very dependable and works fast. Whenever I feel anxiety coming on I will take 1 or 2 pills and I'm fine. It makes me sleepy, but it's definitely worth it. I'd rather feel tired than have a panic attack As needed",positive,i get very bad panic attacks and completely break down no matter where i am i decided that i couldn t let it control my life anymore so i talked to my doctor and he prescribed me clonazepam this drug is very dependable and works fast whenever i feel anxiety coming on i will take or pills and i m fine it makes me sleepy but it s definitely worth it i d rather feel tired than have a panic attack as needed,get bad panic attack completely break matter decided let control life anymore talked doctor prescribed clonazepam drug dependable work fast whenever feel anxiety coming take pill fine make sleepy definitely worth rather feel tired panic attack needed,get bad panic attack completely break matter decided let control life anymore talked doctor prescribed clonazepam drug dependable work fast whenever feel anxiety coming take pill fine make sleepy definitely worth rather feel tired panic attack needed,81,37,417
694,accutane,8,Considerably Effective,Moderate Side Effects,acne,"Completely eliminated my acne while I was on the drug, however acne did return once I stopped, though not as bad.","Dry skin, which was easily taken care of with a moisturizer.
Dry lips.
I didn't experience any of the other side effects often mentioned such as depression.","I would take 2x20mg pills daily. I needed to moisturize my face once a day also.
When i began I weaned myself onto the drug -- take 20mg for the first week before stepping upto the 40mg dose.",test,"Completely eliminated my acne while I was on the drug, however acne did return once I stopped, though not as bad. Dry skin, which was easily taken care of with a moisturizer. Dry lips. I didn't experience any of the other side effects often mentioned such as depression. I would take 2x20mg pills daily. I needed to moisturize my face once a day also. When i began I weaned myself onto the drug -- take 20mg for the first week before stepping upto the 40mg dose.",positive,completely eliminated my acne while i was on the drug however acne did return once i stopped though not as bad dry skin which was easily taken care of with a moisturizer dry lips i didn t experience any of the other side effects often mentioned such as depression i would take x mg pills daily i needed to moisturize my face once a day also when i began i weaned myself onto the drug take mg for the first week before stepping upto the mg dose,completely eliminated acne drug however acne return stopped though not bad dry skin easily taken care moisturizer dry lip experience side effect often mentioned depression would take pill daily needed moisturize face day also began weaned onto drug take first week stepping upto dose,completely eliminated acne drug however acne return stopped though not bad dry skin easily taken care moisturizer dry lip experience side effect often mentioned depression would take pill daily needed moisturize face day also began weaned onto drug take first week stepping upto dose,86,44,462
1145,ponstel,7,Considerably Effective,No Side Effects,migraine,Although it did not completely rid me of my migraine it helped to dull the pain. I was actually able to go to work with a migraine instead to taking a day off to just lie still.,no side effects.,"At the first symptoms of a migraine I wojld pop a copule of tablets. For severe migraines I would repeat the dosage about 8 hours later. However, over time I found the medication to be less effective and ultimately stopped taking it. It seems as though my body became immune to it's effectiveness.",test,"Although it did not completely rid me of my migraine it helped to dull the pain. I was actually able to go to work with a migraine instead to taking a day off to just lie still. no side effects. At the first symptoms of a migraine I wojld pop a copule of tablets. For severe migraines I would repeat the dosage about 8 hours later. However, over time I found the medication to be less effective and ultimately stopped taking it. It seems as though my body became immune to it's effectiveness.",positive,although it did not completely rid me of my migraine it helped to dull the pain i was actually able to go to work with a migraine instead to taking a day off to just lie still no side effects at the first symptoms of a migraine i wojld pop a copule of tablets for severe migraines i would repeat the dosage about hours later however over time i found the medication to be less effective and ultimately stopped taking it it seems as though my body became immune to it s effectiveness,although not completely rid migraine helped dull pain actually able work migraine instead taking day lie still side effect first symptom migraine wojld pop copule tablet severe migraine would repeat dosage hour later however time found medication less effective ultimately stopped taking seems though body became immune effectiveness,although not completely rid migraine helped dull pain actually able work migraine instead taking day lie still side effect first symptom migraine wojld pop copule tablet severe migraine would repeat dosage hour later however time found medication less effective ultimately stopped taking seems though body became immune effectiveness,93,48,492
1566,lortab,4,Highly Effective,Severe Side Effects,pain from recovering from abdominal surgery,treated pain due to an open wound from abdominal surgery,"severe nausea, dizziness, lightheaded...I couldn't eat or drink many foods","taking pain medication while recovering from surgery...had an open wound with wound vac.  The pain was so severe, especially when it came time to change the dressings and clean out the wound in which case I would double up on the medication.  It helped with the pain, but also doubled the side effects I was feeling.",test,"treated pain due to an open wound from abdominal surgery severe nausea, dizziness, lightheaded...I couldn't eat or drink many foods taking pain medication while recovering from surgery...had an open wound with wound vac. The pain was so severe, especially when it came time to change the dressings and clean out the wound in which case I would double up on the medication. It helped with the pain, but also doubled the side effects I was feeling.",negative,treated pain due to an open wound from abdominal surgery severe nausea dizziness lightheaded i couldn t eat or drink many foods taking pain medication while recovering from surgery had an open wound with wound vac the pain was so severe especially when it came time to change the dressings and clean out the wound in which case i would double up on the medication it helped with the pain but also doubled the side effects i was feeling,treated pain due open wound abdominal surgery severe nausea dizziness lightheaded eat drink many food taking pain medication recovering surgery open wound wound vac pain severe especially came time change dressing clean wound case would double medication helped pain also doubled side effect feeling,treated pain due open wound abdominal surgery severe nausea dizziness lightheaded eat drink many food taking pain medication recovering surgery open wound wound vac pain severe especially came time change dressing clean wound case would double medication helped pain also doubled side effect feeling,76,44,446
1135,methadone,8,Highly Effective,Moderate Side Effects,opiate dependency,Achieved and maintained long term sobriety. No longer was exposed to the dangers of active asddiction. Began leading a healthy and productive lifestyle. Overall health improved. Mental health improved and stabilized.,While taking methadone I gained a significant amount of weight and metabolism slowed markedly. Suffered from chronic constipation wich also led to bloating and stomach discomfort.,"Daily dosage starting at 30mg and slowly increasing to maitenance dose. Attended several educational groups in addition to regular group counseling, one on one counsiling, regular U/A's and regular bloodwork along with yearly physicalls.",test,"Achieved and maintained long term sobriety. No longer was exposed to the dangers of active asddiction. Began leading a healthy and productive lifestyle. Overall health improved. Mental health improved and stabilized. While taking methadone I gained a significant amount of weight and metabolism slowed markedly. Suffered from chronic constipation wich also led to bloating and stomach discomfort. Daily dosage starting at 30mg and slowly increasing to maitenance dose. Attended several educational groups in addition to regular group counseling, one on one counsiling, regular U/A's and regular bloodwork along with yearly physicalls.",positive,achieved and maintained long term sobriety no longer was exposed to the dangers of active asddiction began leading a healthy and productive lifestyle overall health improved mental health improved and stabilized while taking methadone i gained a significant amount of weight and metabolism slowed markedly suffered from chronic constipation wich also led to bloating and stomach discomfort daily dosage starting at mg and slowly increasing to maitenance dose attended several educational groups in addition to regular group counseling one on one counsiling regular u a s and regular bloodwork along with yearly physicalls,achieved maintained long term sobriety longer exposed danger active asddiction began leading healthy productive lifestyle overall health improved mental health improved stabilized taking methadone gained significant amount weight metabolism slowed markedly suffered chronic constipation wich also led bloating stomach discomfort daily dosage starting slowly increasing maitenance dose attended several educational group addition regular group counseling one one counsiling regular regular bloodwork along yearly physicalls,achieved maintained long term sobriety longer exposed danger active asddiction began leading healthy productive lifestyle overall health improved mental health improved stabilized taking methadone gained significant amount weight metabolism slowed markedly suffered chronic constipation wich also led bloating stomach discomfort daily dosage starting slowly increasing maitenance dose attended several educational group addition regular group counseling one one counsiling regular regular bloodwork along yearly physicalls,91,64,634
2209,advair-diskus,10,Highly Effective,No Side Effects,asthma,"Advair keeps my asthma completely in control if I am faithful to take the required dosage each day.  I have taken fluticasone before, but it seems to be the addition of salmeterol that is the key for keeping my asthma under control.",I have not experienced any treatment side effects.  I do have to rinse my mouth out after each dose to prevent oral yeast infection.,"Each diskus has 60 chambers each containing a dose of medicine.  Dial to the next chamber, open it, put your mouth over the chamber hole and inhale.  I hold it in my lungs as long as I can then breathe out and rinse out my mouth.  The dosage counter lets you know how many doses remain.",test,"Advair keeps my asthma completely in control if I am faithful to take the required dosage each day. I have taken fluticasone before, but it seems to be the addition of salmeterol that is the key for keeping my asthma under control. I have not experienced any treatment side effects. I do have to rinse my mouth out after each dose to prevent oral yeast infection. Each diskus has 60 chambers each containing a dose of medicine. Dial to the next chamber, open it, put your mouth over the chamber hole and inhale. I hold it in my lungs as long as I can then breathe out and rinse out my mouth. The dosage counter lets you know how many doses remain.",positive,advair keeps my asthma completely in control if i am faithful to take the required dosage each day i have taken fluticasone before but it seems to be the addition of salmeterol that is the key for keeping my asthma under control i have not experienced any treatment side effects i do have to rinse my mouth out after each dose to prevent oral yeast infection each diskus has chambers each containing a dose of medicine dial to the next chamber open it put your mouth over the chamber hole and inhale i hold it in my lungs as long as i can then breathe out and rinse out my mouth the dosage counter lets you know how many doses remain,advair keep asthma completely control faithful take required dosage day taken fluticasone seems addition salmeterol key keeping asthma control not experienced treatment side effect rinse mouth dose prevent oral yeast infection diskus chamber containing dose medicine dial next chamber open put mouth chamber hole inhale hold lung long breathe rinse mouth dosage counter let know many dos remain,advair keep asthma completely control faithful take required dosage day taken fluticasone seems addition salmeterol key keeping asthma control not experienced treatment side effect rinse mouth dose prevent oral yeast infection diskus chamber containing dose medicine dial next chamber open put mouth chamber hole inhale hold lung long breathe rinse mouth dosage counter let know many dos remain,122,58,647
4088,mobic,1,Marginally Effective,Moderate Side Effects,severe back pain,None yet,None...YET,"After reading these reviews, I'm afraid of even starting this drug even with doctor's Rx. of t.5 mg daily.   Occasionally very effective but below average I think.   Why run tge risk of some of the horrible side effects, e.g. stomach surgery.  No thanks.  I'll take my prednisone!!",test,"None yet None...YET After reading these reviews, I'm afraid of even starting this drug even with doctor's Rx. of t.5 mg daily. Occasionally very effective but below average I think. Why run tge risk of some of the horrible side effects, e.g. stomach surgery. No thanks. I'll take my prednisone!!",negative,none yet none yet after reading these reviews i m afraid of even starting this drug even with doctor s rx of t mg daily occasionally very effective but below average i think why run tge risk of some of the horrible side effects e g stomach surgery no thanks i ll take my prednisone,none yet none yet reading review afraid even starting drug even doctor daily occasionally effective average think run tge risk horrible side effect stomach surgery thanks take prednisone,none yet none yet reading review afraid even starting drug even doctor daily occasionally effective average think run tge risk horrible side effect stomach surgery thanks take prednisone,50,28,295
2631,depo-provera,4,Highly Effective,Severe Side Effects,preventing pregnancy,"In one year, I only had two periods. My periods before Depo were 2-3 days and very light, on Depo they were longer and heavier. It is so convenient not having to remember to take a pill everyday at the same day. It was also 100% effective with preventing pregnancy for me.","The first side effect I noticed was my complete lack of sex drive. After this came the ridiculous mood swings that caused fights with my boyfriend over nothing. I would just cry for no reason at all and I felt like I was going insane. Breast tenderness was also becoming an annoyance because it would last for months. While these side effects were severe to me, the worst is the huge concave I now have in my thigh. While I had a total of four injections, only one caused a huge dimple. It's really embarassing and extremely noticable and I'm not sure why it happened. The doctor said it has happened to a few other patients including discoloration of the injection site. This is when I got off Depo and switched to Seasonique... Hopefully, this will work out better.","If you don't like receiving shots, this is definitely not the right method. It is a pretty large injection.  However, you only have to endure it four times a month and it's not painful.",test,"In one year, I only had two periods. My periods before Depo were 2-3 days and very light, on Depo they were longer and heavier. It is so convenient not having to remember to take a pill everyday at the same day. It was also 100% effective with preventing pregnancy for me. The first side effect I noticed was my complete lack of sex drive. After this came the ridiculous mood swings that caused fights with my boyfriend over nothing. I would just cry for no reason at all and I felt like I was going insane. Breast tenderness was also becoming an annoyance because it would last for months. While these side effects were severe to me, the worst is the huge concave I now have in my thigh. While I had a total of four injections, only one caused a huge dimple. It's really embarassing and extremely noticable and I'm not sure why it happened. The doctor said it has happened to a few other patients including discoloration of the injection site. This is when I got off Depo and switched to Seasonique... Hopefully, this will work out better. If you don't like receiving shots, this is definitely not the right method. It is a pretty large injection. However, you only have to endure it four times a month and it's not painful.",negative,in one year i only had two periods my periods before depo were days and very light on depo they were longer and heavier it is so convenient not having to remember to take a pill everyday at the same day it was also effective with preventing pregnancy for me the first side effect i noticed was my complete lack of sex drive after this came the ridiculous mood swings that caused fights with my boyfriend over nothing i would just cry for no reason at all and i felt like i was going insane breast tenderness was also becoming an annoyance because it would last for months while these side effects were severe to me the worst is the huge concave i now have in my thigh while i had a total of four injections only one caused a huge dimple it s really embarassing and extremely noticable and i m not sure why it happened the doctor said it has happened to a few other patients including discoloration of the injection site this is when i got off depo and switched to seasonique hopefully this will work out better if you don t like receiving shots this is definitely not the right method it is a pretty large injection however you only have to endure it four times a month and it s not painful,one year two period period depo day light depo longer heavier convenient not remember take pill everyday day also effective preventing pregnancy first side effect noticed complete lack sex drive came ridiculous mood swing caused fight boyfriend nothing would cry reason felt like going insane breast tenderness also becoming annoyance would last month side effect severe worst huge concave thigh total four injection one caused huge dimple really embarassing extremely noticable not sure happened doctor said happened patient including discoloration injection site got depo switched seasonique hopefully work better like receiving shot definitely not right method pretty large injection however endure four time month not painful,one year two period period depo day light depo longer heavier convenient not remember take pill everyday day also effective preventing pregnancy first side effect noticed complete lack sex drive came ridiculous mood swing caused fight boyfriend nothing would cry reason felt like going insane breast tenderness also becoming annoyance would last month side effect severe worst huge concave thigh total four injection one caused huge dimple really embarassing extremely noticable not sure happened doctor said happened patient including discoloration injection site got depo switched seasonique hopefully work better like receiving shot definitely not right method pretty large injection however endure four time month not painful,225,106,1225
3108,ortho-tri-cyclen,4,Considerably Effective,Moderate Side Effects,birth control/control of menstrual cycle,"The Ortho Tri-Cyclen provided effective birth control, and it also did cause my mentstrual cylcle to be more regular. My periods were less heavy, and I did not have such severe menstrual cramping each month while I was taking the pills. There are no other benefits to taking the pill that I am aware of.","I experienced migraine headaches several times per week where I could not do anything other than lay down with the lights off while on this medication. At first, I had no idea what was causing them, but my doctor informed me that my symptoms could be indicative of a more severe side effect, and she therefore advised me to stop taking them. They also caused some bloating and moodiness.","The Ortho Tri-Cyclen birth control pills are a low dosage progesterone treatment that is intended to prevent pregnancy. I was required to take one pill every day. My understanding is that I experienced a relatively rare side effect with the migraines. I have not heard any similar complaints from friends who were taking the same pill, other than complaints about weight gain, bloating and mild acne.",test,"The Ortho Tri-Cyclen provided effective birth control, and it also did cause my mentstrual cylcle to be more regular. My periods were less heavy, and I did not have such severe menstrual cramping each month while I was taking the pills. There are no other benefits to taking the pill that I am aware of. I experienced migraine headaches several times per week where I could not do anything other than lay down with the lights off while on this medication. At first, I had no idea what was causing them, but my doctor informed me that my symptoms could be indicative of a more severe side effect, and she therefore advised me to stop taking them. They also caused some bloating and moodiness. The Ortho Tri-Cyclen birth control pills are a low dosage progesterone treatment that is intended to prevent pregnancy. I was required to take one pill every day. My understanding is that I experienced a relatively rare side effect with the migraines. I have not heard any similar complaints from friends who were taking the same pill, other than complaints about weight gain, bloating and mild acne.",negative,the ortho tri cyclen provided effective birth control and it also did cause my mentstrual cylcle to be more regular my periods were less heavy and i did not have such severe menstrual cramping each month while i was taking the pills there are no other benefits to taking the pill that i am aware of i experienced migraine headaches several times per week where i could not do anything other than lay down with the lights off while on this medication at first i had no idea what was causing them but my doctor informed me that my symptoms could be indicative of a more severe side effect and she therefore advised me to stop taking them they also caused some bloating and moodiness the ortho tri cyclen birth control pills are a low dosage progesterone treatment that is intended to prevent pregnancy i was required to take one pill every day my understanding is that i experienced a relatively rare side effect with the migraines i have not heard any similar complaints from friends who were taking the same pill other than complaints about weight gain bloating and mild acne,ortho tri cyclen provided effective birth control also cause mentstrual cylcle regular period less heavy not severe menstrual cramping month taking pill benefit taking pill aware experienced migraine headache several time per week could not anything lay light medication first idea causing doctor informed symptom could indicative severe side effect therefore advised stop taking also caused bloating moodiness ortho tri cyclen birth control pill low dosage progesterone treatment intended prevent pregnancy required take one pill every day understanding experienced relatively rare side effect migraine not heard similar complaint friend taking pill complaint weight gain bloating mild acne,ortho tri cyclen provided effective birth control also cause mentstrual cylcle regular period less heavy not severe menstrual cramping month taking pill benefit taking pill aware experienced migraine headache several time per week could not anything lay light medication first idea causing doctor informed symptom could indicative severe side effect therefore advised stop taking also caused bloating moodiness ortho tri cyclen birth control pill low dosage progesterone treatment intended prevent pregnancy required take one pill every day understanding experienced relatively rare side effect migraine not heard similar complaint friend taking pill complaint weight gain bloating mild acne,190,97,1092
2175,zyrtec,7,Highly Effective,Moderate Side Effects,allergies,almost 100% elimination of allergy symptoms,"mild-moderate fatigue on awakening, brain fog till after lunch (at 10 mg dose)","Started on Zyrtec after Claritin was ineffective and Allegra caused arrhythmias.  Combined with nasal steroid spray for very effective relief of allergies.  Cut dose to 5 mg daily to reduce brain fog/fatigue issue - this works most of the time, ezcept on high mold spore or pollen days.",test,"almost 100% elimination of allergy symptoms mild-moderate fatigue on awakening, brain fog till after lunch (at 10 mg dose) Started on Zyrtec after Claritin was ineffective and Allegra caused arrhythmias. Combined with nasal steroid spray for very effective relief of allergies. Cut dose to 5 mg daily to reduce brain fog/fatigue issue - this works most of the time, ezcept on high mold spore or pollen days.",positive,almost elimination of allergy symptoms mild moderate fatigue on awakening brain fog till after lunch at mg dose started on zyrtec after claritin was ineffective and allegra caused arrhythmias combined with nasal steroid spray for very effective relief of allergies cut dose to mg daily to reduce brain fog fatigue issue this works most of the time ezcept on high mold spore or pollen days,almost elimination allergy symptom mild moderate fatigue awakening brain fog till lunch dose started zyrtec claritin ineffective allegra caused arrhythmia combined nasal steroid spray effective relief allergy cut dose daily reduce brain fog fatigue issue work time ezcept high mold spore pollen day,almost elimination allergy symptom mild moderate fatigue awakening brain fog till lunch dose started zyrtec claritin ineffective allegra caused arrhythmia combined nasal steroid spray effective relief allergy cut dose daily reduce brain fog fatigue issue work time ezcept high mold spore pollen day,67,43,407
